symbol,timeframe,num_trades,param_ema_len,param_macd_fast,param_macd_slow,param_macd_signal,param_rsi_len,param_rsi_ob,param_rsi_os,param_atr_len,metric_total_return_pct,metric_max_drawdown_pct,metric_profit_factor,metric_win_rate_pct,metric_num_trades,metric_expectancy,metric_sharpe_ratio,metric_mar_ratio,metric_exposure_pct,metric_final_capital
BTC/USDT,15m,7,20,8,21,9,14,70,30,14,-1.278711604527889,-3.730414913981276,0.32147239808182515,42.857142857142854,7,-16.276721926323393,-0.09247405043718152,-0.34277999472267473,20.0,9872.128839547211
BTC/USDT,15m,7,20,8,26,9,14,70,30,14,-1.278711604527889,-3.730414913981276,0.32147239808182515,42.857142857142854,7,-16.276721926323393,-0.09247405043718152,-0.34277999472267473,20.0,9872.128839547211
BTC/USDT,15m,7,20,12,21,9,14,70,30,14,-1.278711604527889,-3.730414913981276,0.32147239808182526,42.857142857142854,7,-16.276721926323393,-0.09215993529917284,-0.34277999472267473,20.0,9872.128839547211
BTC/USDT,15m,7,20,12,26,9,14,70,30,14,-1.278711604527889,-3.730414913981276,0.32147239808182526,42.857142857142854,7,-16.276721926323393,-0.09215993529917284,-0.34277999472267473,20.0,9872.128839547211
BTC/USDT,15m,7,30,8,21,9,14,70,30,14,-1.278711604527889,-3.730414913981276,0.32147239808182515,42.857142857142854,7,-16.276721926323393,-0.09247405043718152,-0.34277999472267473,20.0,9872.128839547211
BTC/USDT,15m,7,30,8,26,9,14,70,30,14,-1.278711604527889,-3.730414913981276,0.32147239808182515,42.857142857142854,7,-16.276721926323393,-0.09247405043718152,-0.34277999472267473,20.0,9872.128839547211
BTC/USDT,15m,7,30,12,21,9,14,70,30,14,-1.278711604527889,-3.730414913981276,0.32147239808182526,42.857142857142854,7,-16.276721926323393,-0.09215993529917284,-0.34277999472267473,20.0,9872.128839547211
BTC/USDT,15m,7,30,12,26,9,14,70,30,14,-1.278711604527889,-3.730414913981276,0.32147239808182526,42.857142857142854,7,-16.276721926323393,-0.09215993529917284,-0.34277999472267473,20.0,9872.128839547211
BTC/USDT,15m,7,40,8,21,9,14,70,30,14,-1.278711604527889,-3.6258127751878053,0.3214723980818248,42.857142857142854,7,-16.276721926323397,-0.09293879140276688,-0.3526689555727697,20.0,9872.128839547211
BTC/USDT,15m,7,40,8,26,9,14,70,30,14,-1.278711604527889,-3.6258127751878053,0.3214723980818248,42.857142857142854,7,-16.276721926323397,-0.09293879140276688,-0.3526689555727697,20.0,9872.128839547211
BTC/USDT,15m,7,40,12,21,9,14,70,30,14,-1.278711604527889,-3.6258127751878053,0.321472398081825,42.857142857142854,7,-16.276721926323393,-0.09262203290777893,-0.3526689555727697,20.0,9872.128839547211
BTC/USDT,15m,7,40,12,26,9,14,70,30,14,-1.278711604527889,-3.6258127751878053,0.321472398081825,42.857142857142854,7,-16.276721926323393,-0.09262203290777893,-0.3526689555727697,20.0,9872.128839547211
ETH/USDT,15m,15,20,8,21,9,14,70,30,14,1.199632474858099,-2.8972076613141486,2.7854882058361254,86.66666666666667,15,9.99873883301798,0.11543742917601807,0.414065063708259,0.0,10119.96324748581
ETH/USDT,15m,15,20,8,26,9,14,70,30,14,0.599171574692864,-3.4900797847815133,1.7137281407490748,80.0,15,5.99727016598412,0.07759744917097948,0.17167847488918464,0.0,10059.917157469286
ETH/USDT,15m,15,20,12,21,9,14,70,30,14,0.599171574692864,-3.4900797847815133,1.7137281407490785,80.0,15,5.997270165984141,0.0775974400053685,0.17167847488918464,0.0,10059.917157469286
ETH/USDT,15m,14,20,12,26,9,14,70,30,14,1.040002190000523,-3.054820498265178,2.571428673469347,85.71428571428571,14,9.428576642858372,0.10641312810337504,0.3404462522728051,0.0,10104.000219000052
ETH/USDT,15m,15,30,8,21,9,14,70,30,14,1.1996324748581173,-2.897207661314148,2.7854882058361294,86.66666666666667,15,9.998738833017983,0.11536761056967146,0.41406506370826535,0.0,10119.963247485812
ETH/USDT,15m,15,30,8,26,9,14,70,30,14,0.5991715746928822,-3.4900797847815133,1.7137281407490759,80.0,15,5.997270165984124,0.07759729859035848,0.17167847488918986,0.0,10059.917157469288
ETH/USDT,15m,15,30,12,21,9,14,70,30,14,0.5991715746928822,-3.4900797847815133,1.7137281407490799,80.0,15,5.997270165984143,0.077597320632088,0.17167847488918986,0.0,10059.917157469288
ETH/USDT,15m,14,30,12,26,9,14,70,30,14,1.0400021900005414,-3.0548204982651774,2.5714286734693506,85.71428571428571,14,9.428576642858376,0.10635055770961259,0.3404462522728112,0.0,10104.000219000054
ETH/USDT,15m,13,40,8,21,9,14,70,30,14,0.8796319048579972,-2.906390586109378,2.3569167602579166,84.61538461538461,13,8.76777411502048,0.09653540137957077,0.3026544020139809,0.0,10087.9631904858
ETH/USDT,15m,13,40,8,26,9,14,70,30,14,0.8796319048579972,-2.906390586109378,2.3569167602579166,84.61538461538461,13,8.76777411502048,0.09653540137957077,0.3026544020139809,0.0,10087.9631904858
ETH/USDT,15m,13,40,12,21,9,14,70,30,14,0.8796319048579972,-2.906390586109378,2.3569167602579166,84.61538461538461,13,8.76777411502048,0.09653540137957077,0.3026544020139809,0.0,10087.9631904858
ETH/USDT,15m,13,40,12,26,9,14,70,30,14,0.8796319048579972,-2.906390586109378,2.3569167602579166,84.61538461538461,13,8.76777411502048,0.09653540137957077,0.3026544020139809,0.0,10087.9631904858
ETH/USDT,1h,17,20,8,21,9,14,70,30,14,-3.0716898100376424,-3.568439878246918,0.7026657959465082,58.82352941176471,17,-4.480431797367771,-0.1436356635193381,-0.8607934881466138,5.0,9692.831018996236
ETH/USDT,1h,17,20,8,26,9,14,70,30,14,-3.0716898100376424,-3.568439878246918,0.7026657959465097,58.82352941176471,17,-4.480431797367751,-0.1438414056715098,-0.8607934881466138,5.0,9692.831018996236
ETH/USDT,1h,17,20,12,21,9,14,70,30,14,-3.07168981003766,-3.568439878246918,0.7026657959465087,58.82352941176471,17,-4.480431797367766,-0.14354324317457728,-0.8607934881466188,5.0,9692.831018996234
ETH/USDT,1h,17,20,12,26,9,14,70,30,14,-3.07168981003766,-3.568439878246918,0.702665795946507,58.82352941176471,17,-4.480431797367792,-0.14366549939767742,-0.8607934881466188,5.0,9692.831018996234
ETH/USDT,1h,18,30,8,21,9,14,70,30,14,-3.512520425345301,-4.0092704935545775,0.6036049325189794,55.55555555555556,18,-6.567131170305948,-0.1626915672463245,-0.8760996373260755,5.0,9648.74795746547
ETH/USDT,1h,18,30,8,26,9,14,70,30,14,-3.512520425345301,-4.0092704935545775,0.6036049325189806,55.55555555555556,18,-6.567131170305929,-0.1629049920283234,-0.8760996373260755,5.0,9648.74795746547
ETH/USDT,1h,18,30,12,21,9,14,70,30,14,-3.5125204253453197,-4.0092704935545775,0.6036049325189798,55.55555555555556,18,-6.567131170305943,-0.1625956827329919,-0.8760996373260801,5.0,9648.747957465468
ETH/USDT,1h,18,30,12,26,9,14,70,30,14,-3.5125204253453197,-4.0092704935545775,0.6036049325189784,55.55555555555556,18,-6.5671311703059665,-0.16272254350265747,-0.8760996373260801,5.0,9648.747957465468
ETH/USDT,1h,16,40,8,21,9,14,70,30,14,-1.0400008400001934,-3.890827507806862,0.7142857426303796,62.5,16,-4.500001750000418,-0.021261054879696102,-0.2672955400653085,0.0,9895.99991599998
ETH/USDT,1h,16,40,8,26,9,14,70,30,14,-1.0400008400001934,-3.890827507806862,0.714285742630381,62.5,16,-4.500001750000395,-0.021357762714658637,-0.2672955400653085,0.0,9895.99991599998
ETH/USDT,1h,16,40,12,21,9,14,70,30,14,-1.0400008400002114,-3.890827507806862,0.71428574263038,62.5,16,-4.500001750000411,-0.021217600782436154,-0.2672955400653131,0.0,9895.999915999979
ETH/USDT,1h,16,40,12,26,9,14,70,30,14,-1.0400008400002114,-3.890827507806862,0.7142857426303783,62.5,16,-4.500001750000438,-0.02127483011624068,-0.2672955400653131,0.0,9895.999915999979
ETH/USDT,4h,27,20,8,21,9,14,70,30,14,-1.6788913045728442,-4.968898587074673,0.7287071717363875,62.96296296296296,27,-4.220112721694856,-0.02522065199659566,-0.3378799698065993,1.2048192771084338,9832.110869542716
ETH/USDT,4h,24,20,8,26,9,14,70,30,14,-0.9568603588151018,-4.246867641316931,0.8575783714886669,66.66666666666666,24,-1.9934171650209744,0.0033450036985848554,-0.2253096728294514,1.2048192771084338,9904.31396411849
ETH/USDT,4h,24,20,12,21,9,14,70,30,14,-2.1568621588155654,-5.446869441317395,0.600298177192169,58.333333333333336,24,-6.993419665021631,-0.05591254872021493,-0.39598198232082116,1.2048192771084338,9784.313784118443
ETH/USDT,4h,22,20,12,26,9,14,70,30,14,-1.8764018286504869,-5.166409111152297,0.619399987969631,59.09090909090909,22,-6.537275497955284,-0.0492474467038537,-0.36319265243630333,1.2048192771084338,9812.359817134951
ETH/USDT,4h,27,30,8,21,9,14,70,30,14,-1.6788913045728442,-4.968898587074673,0.7287071717363875,62.96296296296296,27,-4.220112721694856,-0.02522065199659566,-0.3378799698065993,1.2048192771084338,9832.110869542716
ETH/USDT,4h,24,30,8,26,9,14,70,30,14,-0.9568603588151018,-4.246867641316931,0.8575783714886669,66.66666666666666,24,-1.9934171650209744,0.0033450036985848554,-0.2253096728294514,1.2048192771084338,9904.31396411849
ETH/USDT,4h,24,30,12,21,9,14,70,30,14,-2.1568621588155654,-5.446869441317395,0.600298177192169,58.333333333333336,24,-6.993419665021631,-0.05591254872021493,-0.39598198232082116,1.2048192771084338,9784.313784118443
ETH/USDT,4h,22,30,12,26,9,14,70,30,14,-1.8764018286504869,-5.166409111152297,0.619399987969631,59.09090909090909,22,-6.537275497955284,-0.0492474467038537,-0.36319265243630333,1.2048192771084338,9812.359817134951
ETH/USDT,4h,26,40,8,21,9,14,70,30,14,-2.438062489265594,-5.280469927887088,0.5845908634640847,57.692307692307686,26,-7.380849345212338,-0.06586071663536577,-0.46171316616912417,1.2048192771084338,9756.19375107344
ETH/USDT,4h,24,40,8,26,9,14,70,30,14,-2.1568621588155112,-4.848068541767134,0.6002981771921717,58.333333333333336,24,-6.993419665021584,-0.05804762043397686,-0.4448910200492605,1.2048192771084338,9784.313784118449
ETH/USDT,4h,24,40,12,21,9,14,70,30,14,-2.755663058365735,-5.446869441317357,0.5068340905657768,54.166666666666664,24,-9.490920914396925,-0.08744916402223077,-0.5059168551870525,1.2048192771084338,9724.433694163426
ETH/USDT,4h,22,40,12,26,9,14,70,30,14,-3.0764036286509144,-5.767610011602501,0.4288089855762701,50.0,22,-11.991823679774136,-0.11460898065411197,-0.5333931424736104,1.2048192771084338,9692.359637134909
SOL/USDT,15m,16,20,8,21,9,14,70,30,14,-0.4395399398349764,-3.8445389015186944,0.9429508039782042,68.75,16,-0.748624874656219,0.014332636459019735,-0.11432838920197856,0.0,9956.046006016502
SOL/USDT,15m,16,20,8,26,9,14,70,30,14,-0.4395399398349764,-3.8445389015186944,0.9429508039782042,68.75,16,-0.748624874656219,0.014332636459019735,-0.11432838920197856,0.0,9956.046006016502
SOL/USDT,15m,16,20,12,21,9,14,70,30,14,-0.4395399398349764,-3.8445389015186944,0.9429508039782042,68.75,16,-0.748624874656219,0.014332636459019735,-0.11432838920197856,0.0,9956.046006016502
SOL/USDT,15m,16,20,12,26,9,14,70,30,14,-1.0400008400002114,-4.4430844525090505,0.7142857426303785,62.5,16,-4.500001750000438,-0.022860468011515263,-0.23407181455056822,0.0,9895.999915999979
SOL/USDT,15m,16,30,8,21,9,14,70,30,14,-0.4395399398349946,-3.878142153729802,0.9429508039782036,68.75,16,-0.7486248746562261,0.014403805002735564,-0.1133377587544766,0.0,9956.0460060165
SOL/USDT,15m,16,30,8,26,9,14,70,30,14,-0.4395399398349946,-3.878142153729802,0.9429508039782036,68.75,16,-0.7486248746562261,0.014403805002735564,-0.1133377587544766,0.0,9956.0460060165
SOL/USDT,15m,16,30,12,21,9,14,70,30,14,-0.4395399398349946,-3.878142153729802,0.9429508039782036,68.75,16,-0.7486248746562261,0.014403805002735564,-0.1133377587544766,0.0,9956.0460060165
SOL/USDT,15m,16,30,12,26,9,14,70,30,14,-1.0400008400002299,-4.476687704720158,0.7142857426303783,62.5,16,-4.500001750000443,-0.022659443007053633,-0.23231480697294726,0.0,9895.999915999977
SOL/USDT,15m,17,40,8,21,9,14,70,30,14,-0.8787105545276244,-4.31591190273036,0.7858946476485246,64.70588235294117,17,-3.1727657931914517,-0.009459102637501058,-0.20359788946844093,0.0,9912.128944547238
SOL/USDT,15m,17,40,8,26,9,14,70,30,14,-0.8787105545276244,-4.31591190273036,0.7858946476485246,64.70588235294117,17,-3.1727657931914517,-0.009459102637501058,-0.20359788946844093,0.0,9912.128944547238
SOL/USDT,15m,17,40,12,21,9,14,70,30,14,-0.8787105545276244,-4.31591190273036,0.7858946476485246,64.70588235294117,17,-3.1727657931914517,-0.009459102637501058,-0.20359788946844093,0.0,9912.128944547238
SOL/USDT,15m,17,40,12,26,9,14,70,30,14,-1.4791714546928598,-4.914457453720716,0.6123303152374237,58.82352941176471,17,-6.703473440574243,-0.045514043262674365,-0.30098367289210837,0.0,9852.082854530714
SOL/USDT,1h,24,20,8,21,9,14,70,30,14,0.8380623392656343,-3.2120883604397985,1.6279822206183028,79.16666666666666,24,5.49591991564666,0.09205746052391824,0.26090886838209115,0.0,10083.806233926563
SOL/USDT,1h,25,20,8,26,9,14,70,30,14,0.39723172395799333,-3.2260971026718024,1.3564753279150454,76.0,25,3.5944422986105975,0.07077639660128866,0.12313074012217808,0.0,10039.7231723958
SOL/USDT,1h,24,20,12,21,9,14,70,30,14,0.8380623392656525,-3.2120883604397985,1.627982220618306,79.16666666666666,24,5.495919915646691,0.09206247830923033,0.2609088683820968,0.0,10083.806233926565
SOL/USDT,1h,25,20,12,26,9,14,70,30,14,0.9984326244082331,-3.2260971026718024,1.7137702368179937,80.0,25,5.996843499210904,0.10007599939327304,0.3094862282915623,0.0,10099.843262440823
SOL/USDT,1h,24,30,8,21,9,14,70,30,14,0.23760143910039913,-3.231200026016629,1.2851453609987176,75.0,24,2.995001998750522,0.062235970316347394,0.07353349752021088,0.0,10023.76014391004
SOL/USDT,1h,25,30,8,26,9,14,70,30,14,0.39723172395799333,-3.2260971026718024,1.3564753279150479,76.0,25,3.5944422986106157,0.07080520491516835,0.12313074012217808,0.0,10039.7231723958
SOL/USDT,1h,25,30,12,21,9,14,70,30,14,0.39723172395799333,-3.2260971026718024,1.3564753279150494,76.0,25,3.594442298610627,0.07082777200365475,0.12313074012217808,0.0,10039.7231723958
SOL/USDT,1h,25,30,12,26,9,14,70,30,14,0.9984326244082331,-3.2260971026718024,1.7137702368179972,80.0,25,5.9968434992109225,0.10007801160670124,0.3094862282915623,0.0,10099.843262440823
SOL/USDT,1h,24,40,8,21,9,14,70,30,14,-0.36359946134985877,-3.420952451382913,1.040187310026377,70.83333333333334,24,0.4925007481251787,0.031825333696738255,-0.10628603189233876,0.0,9963.640053865014
SOL/USDT,1h,25,40,8,26,9,14,70,30,14,-0.20396917649226454,-3.4155498585427457,1.101321599832343,72.0,25,1.1920410980102838,0.04107475934500413,-0.059717815561119804,0.0,9979.603082350774
SOL/USDT,1h,25,40,12,21,9,14,70,30,14,-0.20396917649226454,-3.4155498585427457,1.101321599832344,72.0,25,1.1920410980102973,0.04111980860248884,-0.059717815561119804,0.0,9979.603082350774
SOL/USDT,1h,25,40,12,26,9,14,70,30,14,0.39723172395797524,-2.889996232499052,1.3564753279150452,76.0,25,3.5944422986105917,0.07074829315407122,0.1374506027000869,0.0,10039.723172395798
SOL/USDT,4h,30,20,8,21,9,14,70,30,14,1.7995440498360766,-2.9838764841798913,2.1425294008004627,83.33333333333334,30,7.999271166484459,0.13588991061939398,0.6030893233607407,1.2048192771084338,10179.954404983608
SOL/USDT,4h,28,20,8,26,9,14,70,30,14,2.0783443793861625,-2.7050761546298054,2.5701741839877728,85.71428571428571,28,9.425648070697747,0.149451828658814,0.7683127056622876,1.2048192771084338,10207.834437938616
SOL/USDT,4h,25,20,12,21,9,14,70,30,14,2.197514424078654,-2.732035948258999,3.139792233028348,88.0,25,10.795085898771498,0.1570413942312896,0.8043504791651914,1.2048192771084338,10219.751442407865
SOL/USDT,4h,23,20,12,26,9,14,70,30,14,2.4803747551437665,-2.7050761546298054,4.500226368993737,91.30434782608695,23,12.783441674121306,0.17348346940811707,0.9169334293596663,1.2048192771084338,10248.037475514377
SOL/USDT,4h,30,30,8,21,9,14,70,30,14,1.2007431502858525,-2.9838764841798913,1.714436575927799,80.0,30,6.00127016698421,0.10968718359892501,0.4024104739763961,1.2048192771084338,10120.074315028585
SOL/USDT,4h,28,30,8,26,9,14,70,30,14,1.4795434798359384,-2.7050761546298054,1.9711342854170655,82.14285714285714,28,7.284932714090336,0.12236767036780984,0.5469507678383334,1.2048192771084338,10147.954347983594
SOL/USDT,4h,25,30,12,21,9,14,70,30,14,0.9999126249782057,-3.330836847809224,1.7141320708499623,80.0,25,5.999883499970888,0.10015886986205626,0.3001986199461777,1.2048192771084338,10099.99126249782
SOL/USDT,4h,23,30,12,26,9,14,70,30,14,1.8815738555935422,-2.7050761546298054,2.8583746635711687,86.95652173913044,23,10.177353413903589,0.14409807670623248,0.6955714915357121,1.2048192771084338,10188.157385559354
SOL/USDT,4h,28,40,8,21,9,14,70,30,14,0.8800025800007096,-2.9838764841798913,1.5714286337868297,78.57142857142857,28,5.1428602142864674,0.0950022508124572,0.29491923833522066,0.0,10088.000258000071
SOL/USDT,4h,26,40,8,26,9,14,70,30,14,1.1588029095507955,-2.9641808114929775,1.7995582530176812,80.76923076923077,26,6.45923449942401,0.10775434865841098,0.3909352982307236,0.0,10115.88029095508
SOL/USDT,4h,23,40,12,21,9,14,70,30,14,0.6799120549780673,-3.330836847809224,1.5427369554665615,78.26086956521739,23,4.956394282576832,0.0840501735366611,0.20412649614623507,0.0,10067.991205497807
SOL/USDT,4h,21,40,12,26,9,14,70,30,14,1.561573285593404,-2.7050761546298054,2.5725673657537653,85.71428571428571,21,9.432338548560836,0.12959864695345735,0.5772751657733304,0.0,10156.15732855934
